Hand,Hand Type,k,Raw EV (Win %),Opponent Pool Size,Opponent Hands,Entropy (bits),Info Gain vs k=0 (bits),Certainty %,Ambiguity %
As Ks Kh Kc Ts,Three of a Kind,1,56.32,15,3003,2.241,0.017,16.2,11.2
As Ks Kh Kc Ts,Three of a Kind,2,48.87,14,2002,2.220,0.038,30.9,15.0
As Ks Kh Kc Ts,Three of a Kind,3,45.18,13,1287,2.193,0.065,39.3,12.8
As Ks Kh Kc Ts,Three of a Kind,4,45.89,12,792,2.160,0.098,48.5,8.1
As Ks Kh Kc Ts,Three of a Kind,5,49.61,11,462,2.115,0.142,55.9,7.3
As Ks Kh Kc W,Four of a Kind,0,99.98,16,4368,1.920,0.000,100.0,0.0
As Ks Kh Kc W,Four of a Kind,1,93.41,15,3003,1.912,0.008,100.0,0.0
As Ks Kh Kc W,Four of a Kind,2,90.59,14,2002,1.902,0.018,97.5,0.0
As Ks Kh Kc W,Four of a Kind,3,88.10,13,1287,1.889,0.031,82.1,0.0
As Ks Kh Kc W,Four of a Kind,4,87.97,12,792,1.870,0.050,76.9,0.0
As Ks Kh Kd Jc,Three of a Kind,0,76.21,16,4368,2.251,0.000,0.0,0.0
As Ks Kh Kd Jc,Three of a Kind,1,56.33,15,3003,2.233,0.017,16.2,11.2
As Ks Kh Kd Jc,Three of a Kind,2,49.55,14,2002,2.212,0.038,31.7,15.0
As Ks Kh Kd Jc,Three of a Kind,3,46.16,13,1287,2.186,0.064,39.2,12.1
As Ks Kh Kd Jc,Three of a Kind,4,46.31,12,792,2.153,0.098,48.8,8.4
As Ks Kh Kd Jc,Three of a Kind,5,49.61,11,462,2.109,0.142,57.7,7.0
As Ks Kh Kd Jd,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Jd,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Jd,Three of a Kind,2,49.54,14,2002,2.218,0.039,31.7,15.0
As Ks Kh Kd Jd,Three of a Kind,3,46.16,13,1287,2.192,0.065,39.2,12.1
As Ks Kh Kd Jd,Three of a Kind,4,46.30,12,792,2.158,0.098,48.8,8.4
As Ks Kh Kd Jd,Three of a Kind,5,49.61,11,462,2.114,0.143,57.7,7.0
As Ks Kh Kd Jh,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Jh,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Jh,Three of a Kind,2,49.54,14,2002,2.218,0.039,31.7,15.0
As Ks Kh Kd Jh,Three of a Kind,3,46.16,13,1287,2.192,0.065,39.2,12.1
As Ks Kh Kd Jh,Three of a Kind,4,46.30,12,792,2.158,0.098,48.8,8.4
As Ks Kh Kd Jh,Three of a Kind,5,49.61,11,462,2.114,0.143,57.7,7.0
As Ks Kh Kd Js,Three of a Kind,0,76.21,16,4368,2.258,0.000,0.0,0.0
As Ks Kh Kd Js,Three of a Kind,1,56.32,15,3003,2.241,0.017,16.2,11.2
As Ks Kh Kd Js,Three of a Kind,2,49.57,14,2002,2.220,0.038,31.7,15.0
As Ks Kh Kd Js,Three of a Kind,3,46.15,13,1287,2.193,0.065,39.2,12.1
As Ks Kh Kd Js,Three of a Kind,4,46.30,12,792,2.160,0.098,48.8,8.4
As Ks Kh Kd Js,Three of a Kind,5,49.61,11,462,2.115,0.142,57.7,7.0
As Ks Kh Kd Kc,Four of a Kind,0,99.59,16,4368,2.227,0.000,100.0,0.0
As Ks Kh Kd Kc,Four of a Kind,1,85.65,15,3003,2.212,0.015,40.0,0.0
As Ks Kh Kd Kc,Four of a Kind,2,57.60,14,2002,2.194,0.033,45.0,18.0
As Ks Kh Kd Kc,Four of a Kind,3,42.83,13,1287,2.172,0.055,56.9,7.0
As Ks Kh Kd Kc,Four of a Kind,4,44.44,12,792,2.142,0.085,70.2,4.7
As Ks Kh Kd Kc,Four of a Kind,5,49.57,11,462,2.102,0.125,55.2,5.1
As Ks Kh Kd Qc,Three of a Kind,0,76.21,16,4368,2.251,0.000,0.0,0.0
As Ks Kh Kd Qc,Three of a Kind,1,56.33,15,3003,2.233,0.017,16.2,11.2
As Ks Kh Kd Qc,Three of a Kind,2,50.27,14,2002,2.212,0.038,27.2,14.2
As Ks Kh Kd Qc,Three of a Kind,3,47.13,13,1287,2.186,0.064,40.1,11.1
As Ks Kh Kd Qc,Three of a Kind,4,46.73,12,792,2.153,0.098,51.3,8.4
As Ks Kh Kd Qc,Three of a Kind,5,49.61,11,462,2.109,0.142,60.3,9.0
As Ks Kh Kd Qd,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Qd,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Qd,Three of a Kind,2,50.26,14,2002,2.218,0.039,27.2,14.2
As Ks Kh Kd Qd,Three of a Kind,3,47.14,13,1287,2.192,0.065,40.1,11.1
As Ks Kh Kd Qd,Three of a Kind,4,46.72,12,792,2.158,0.098,51.3,8.4
As Ks Kh Kd Qd,Three of a Kind,5,49.61,11,462,2.114,0.143,60.3,9.0
As Ks Kh Kd Qh,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Qh,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Qh,Three of a Kind,2,50.26,14,2002,2.218,0.039,27.2,14.2
As Ks Kh Kd Qh,Three of a Kind,3,47.14,13,1287,2.192,0.065,40.1,11.1
As Ks Kh Kd Qh,Three of a Kind,4,46.72,12,792,2.158,0.098,51.3,8.4
As Ks Kh Kd Qh,Three of a Kind,5,49.61,11,462,2.114,0.143,60.3,9.0
As Ks Kh Kd Qs,Three of a Kind,0,76.21,16,4368,2.258,0.000,0.0,0.0
As Ks Kh Kd Qs,Three of a Kind,1,56.32,15,3003,2.241,0.017,16.2,11.2
As Ks Kh Kd Qs,Three of a Kind,2,50.29,14,2002,2.220,0.038,27.2,14.2
As Ks Kh Kd Qs,Three of a Kind,3,47.13,13,1287,2.193,0.065,40.1,11.1
As Ks Kh Kd Qs,Three of a Kind,4,46.72,12,792,2.160,0.098,51.3,8.4
As Ks Kh Kd Qs,Three of a Kind,5,49.61,11,462,2.115,0.142,60.3,9.0
As Ks Kh Kd Tc,Three of a Kind,0,76.21,16,4368,2.251,0.000,0.0,0.0
As Ks Kh Kd Tc,Three of a Kind,1,56.33,15,3003,2.233,0.017,16.2,11.2
As Ks Kh Kd Tc,Three of a Kind,2,48.84,14,2002,2.212,0.038,30.9,15.0
As Ks Kh Kd Tc,Three of a Kind,3,45.19,13,1287,2.186,0.064,39.3,12.8
As Ks Kh Kd Tc,Three of a Kind,4,45.90,12,792,2.153,0.098,48.5,8.1
As Ks Kh Kd Tc,Three of a Kind,5,49.61,11,462,2.109,0.142,55.9,7.3
As Ks Kh Kd Td,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Td,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Td,Three of a Kind,2,48.84,14,2002,2.218,0.039,30.9,15.0
As Ks Kh Kd Td,Three of a Kind,3,45.20,13,1287,2.192,0.065,39.3,12.8
As Ks Kh Kd Td,Three of a Kind,4,45.89,12,792,2.158,0.098,48.5,8.1
As Ks Kh Kd Td,Three of a Kind,5,49.61,11,462,2.114,0.143,55.9,7.3
As Ks Kh Kd Th,Three of a Kind,0,76.21,16,4368,2.257,0.000,0.0,0.0
As Ks Kh Kd Th,Three of a Kind,1,56.32,15,3003,2.239,0.017,16.2,11.2
As Ks Kh Kd Th,Three of a Kind,2,48.84,14,2002,2.218,0.039,30.9,15.0
As Ks Kh Kd Th,Three of a Kind,3,45.20,13,1287,2.192,0.065,39.3,12.8
As Ks Kh Kd Th,Three of a Kind,4,45.89,12,792,2.158,0.098,48.5,8.1
As Ks Kh Kd Th,Three of a Kind,5,49.61,11,462,2.114,0.143,55.9,7.3
As Ks Kh Kd Ts,Three of a Kind,0,76.21,16,4368,2.258,0.000,0.0,0.0
As Ks Kh Kd Ts,Three of a Kind,1,56.32,15,3003,2.241,0.017,16.2,11.2
As Ks Kh Kd Ts,Three of a Kind,2,48.87,14,2002,2.220,0.038,30.9,15.0
As Ks Kh Kd Ts,Three of a Kind,3,45.18,13,1287,2.193,0.065,39.3,12.8
As Ks Kh Kd Ts,Three of a Kind,4,45.89,12,792,2.160,0.098,48.5,8.1
As Ks Kh Kd Ts,Three of a Kind,5,49.61,11,462,2.115,0.142,55.9,7.3
As Ks Kh Kd W,Four of a Kind,0,99.98,16,4368,1.920,0.000,100.0,0.0
As Ks Kh Kd W,Four of a Kind,1,93.41,15,3003,1.912,0.008,100.0,0.0
As Ks Kh Kd W,Four of a Kind,2,90.59,14,2002,1.902,0.018,97.5,0.0
As Ks Kh Kd W,Four of a Kind,3,88.10,13,1287,1.889,0.031,82.1,0.0
As Ks Kh Kd W,Four of a Kind,4,87.97,12,792,1.870,0.050,76.9,0.0
As Ks Kh Qc Jc,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qc Jc,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qc Jc,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qc Jc,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qc Jc,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qc Jc,Pair,5,49.10,11,462,2.067,0.132,59.2,10.3
As Ks Kh Qc Jd,Pair,0,27.61,16,4368,2.193,0.000,0.0,0.0
As Ks Kh Qc Jd,Pair,1,42.79,15,3003,2.177,0.016,13.8,22.5
As Ks Kh Qc Jd,Pair,2,45.42,14,2002,2.158,0.034,31.8,15.2
As Ks Kh Qc Jd,Pair,3,47.79,13,1287,2.134,0.058,40.4,12.6
As Ks Kh Qc Jd,Pair,4,49.23,12,792,2.104,0.089,48.3,11.9
As Ks Kh Qc Jd,Pair,5,49.09,11,462,2.062,0.130,59.2,10.3
As Ks Kh Qc Jh,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qc Jh,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qc Jh,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qc Jh,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qc Jh,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qc Jh,Pair,5,49.10,11,462,2.067,0.131,59.2,10.3
As Ks Kh Qc Js,Pair,0,27.61,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qc Js,Pair,1,42.79,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qc Js,Pair,2,45.45,14,2002,2.166,0.035,31.8,15.2
As Ks Kh Qc Js,Pair,3,47.78,13,1287,2.142,0.059,40.4,12.6
As Ks Kh Qc Js,Pair,4,49.22,12,792,2.111,0.090,48.2,11.9
As Ks Kh Qc Js,Pair,5,49.10,11,462,2.069,0.131,59.2,10.3
As Ks Kh Qc Tc,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qc Tc,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qc Tc,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qc Tc,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qc Tc,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qc Tc,Pair,5,49.10,11,462,2.067,0.132,57.2,9.5
As Ks Kh Qc Td,Pair,0,26.79,16,4368,2.193,0.000,0.0,0.0
As Ks Kh Qc Td,Pair,1,41.58,15,3003,2.177,0.016,13.8,22.5
As Ks Kh Qc Td,Pair,2,44.33,14,2002,2.158,0.034,32.0,16.5
As Ks Kh Qc Td,Pair,3,46.92,13,1287,2.134,0.058,39.2,14.2
As Ks Kh Qc Td,Pair,4,48.68,12,792,2.104,0.089,46.4,12.4
As Ks Kh Qc Td,Pair,5,49.09,11,462,2.062,0.130,57.2,9.5
As Ks Kh Qc Th,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qc Th,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qc Th,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qc Th,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qc Th,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qc Th,Pair,5,49.10,11,462,2.067,0.131,57.2,9.5
As Ks Kh Qc Ts,Pair,0,26.79,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qc Ts,Pair,1,41.58,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qc Ts,Pair,2,44.36,14,2002,2.166,0.035,32.1,16.5
As Ks Kh Qc Ts,Pair,3,46.91,13,1287,2.142,0.059,39.2,14.2
As Ks Kh Qc Ts,Pair,4,48.66,12,792,2.111,0.090,46.4,12.4
As Ks Kh Qc Ts,Pair,5,49.10,11,462,2.069,0.131,57.2,9.5
As Ks Kh Qc W,Three of a Kind,0,88.32,16,4368,1.849,0.000,100.0,0.0
As Ks Kh Qc W,Three of a Kind,1,90.45,15,3003,1.845,0.004,100.0,0.0
As Ks Kh Qc W,Three of a Kind,2,89.86,14,2002,1.839,0.010,95.8,0.0
As Ks Kh Qc W,Three of a Kind,3,89.13,13,1287,1.829,0.021,94.1,0.0
As Ks Kh Qc W,Three of a Kind,4,88.35,12,792,1.813,0.036,90.4,0.0
As Ks Kh Qd Jc,Pair,0,27.61,16,4368,2.193,0.000,0.0,0.0
As Ks Kh Qd Jc,Pair,1,42.79,15,3003,2.177,0.016,13.8,22.5
As Ks Kh Qd Jc,Pair,2,45.42,14,2002,2.158,0.034,31.8,15.2
As Ks Kh Qd Jc,Pair,3,47.79,13,1287,2.134,0.058,40.4,12.6
As Ks Kh Qd Jc,Pair,4,49.23,12,792,2.104,0.089,48.3,11.9
As Ks Kh Qd Jc,Pair,5,49.09,11,462,2.062,0.130,59.2,10.3
As Ks Kh Qd Jd,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qd Jd,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qd Jd,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qd Jd,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qd Jd,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qd Jd,Pair,5,49.10,11,462,2.067,0.132,59.2,10.3
As Ks Kh Qd Jh,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qd Jh,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qd Jh,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qd Jh,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qd Jh,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qd Jh,Pair,5,49.10,11,462,2.067,0.131,59.2,10.3
As Ks Kh Qd Js,Pair,0,27.61,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qd Js,Pair,1,42.79,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qd Js,Pair,2,45.45,14,2002,2.166,0.035,31.8,15.2
As Ks Kh Qd Js,Pair,3,47.78,13,1287,2.142,0.059,40.4,12.6
As Ks Kh Qd Js,Pair,4,49.22,12,792,2.111,0.090,48.2,11.9
As Ks Kh Qd Js,Pair,5,49.10,11,462,2.069,0.131,59.2,10.3
As Ks Kh Qd Qc,Two Pair,0,44.23,16,4368,2.233,0.000,0.0,100.0
As Ks Kh Qd Qc,Two Pair,1,44.56,15,3003,2.217,0.016,11.2,28.7
As Ks Kh Qd Qc,Two Pair,2,47.71,14,2002,2.197,0.036,29.5,12.5
As Ks Kh Qd Qc,Two Pair,3,47.43,13,1287,2.172,0.061,39.4,10.3
As Ks Kh Qd Qc,Two Pair,4,47.72,12,792,2.139,0.094,47.9,9.4
As Ks Kh Qd Qc,Two Pair,5,49.26,11,462,2.095,0.138,59.2,7.7
As Ks Kh Qd Tc,Pair,0,26.79,16,4368,2.193,0.000,0.0,0.0
As Ks Kh Qd Tc,Pair,1,41.58,15,3003,2.177,0.016,13.8,22.5
As Ks Kh Qd Tc,Pair,2,44.33,14,2002,2.158,0.034,32.0,16.5
As Ks Kh Qd Tc,Pair,3,46.92,13,1287,2.134,0.058,39.2,14.2
As Ks Kh Qd Tc,Pair,4,48.68,12,792,2.104,0.089,46.4,12.4
As Ks Kh Qd Tc,Pair,5,49.09,11,462,2.062,0.130,57.2,9.5
As Ks Kh Qd Td,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qd Td,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qd Td,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qd Td,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qd Td,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qd Td,Pair,5,49.10,11,462,2.067,0.132,57.2,9.5
As Ks Kh Qd Th,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qd Th,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qd Th,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qd Th,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qd Th,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qd Th,Pair,5,49.10,11,462,2.067,0.131,57.2,9.5
As Ks Kh Qd Ts,Pair,0,26.79,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qd Ts,Pair,1,41.58,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qd Ts,Pair,2,44.36,14,2002,2.166,0.035,32.1,16.5
As Ks Kh Qd Ts,Pair,3,46.91,13,1287,2.142,0.059,39.2,14.2
As Ks Kh Qd Ts,Pair,4,48.66,12,792,2.111,0.090,46.4,12.4
As Ks Kh Qd Ts,Pair,5,49.10,11,462,2.069,0.131,57.2,9.5
As Ks Kh Qd W,Three of a Kind,0,88.32,16,4368,1.849,0.000,100.0,0.0
As Ks Kh Qd W,Three of a Kind,1,90.45,15,3003,1.845,0.004,100.0,0.0
As Ks Kh Qd W,Three of a Kind,2,89.86,14,2002,1.839,0.010,95.8,0.0
As Ks Kh Qd W,Three of a Kind,3,89.13,13,1287,1.829,0.021,94.1,0.0
As Ks Kh Qd W,Three of a Kind,4,88.35,12,792,1.813,0.036,90.4,0.0
As Ks Kh Qh Jc,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qh Jc,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qh Jc,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qh Jc,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qh Jc,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qh Jc,Pair,5,49.10,11,462,2.067,0.131,59.2,10.3
As Ks Kh Qh Jd,Pair,0,27.61,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qh Jd,Pair,1,42.79,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qh Jd,Pair,2,45.42,14,2002,2.164,0.035,31.8,15.2
As Ks Kh Qh Jd,Pair,3,47.80,13,1287,2.140,0.059,40.4,12.6
As Ks Kh Qh Jd,Pair,4,49.22,12,792,2.109,0.090,48.2,11.9
As Ks Kh Qh Jd,Pair,5,49.10,11,462,2.067,0.131,59.2,10.3
As Ks Kh Qh Jh,Pair,0,27.61,16,4368,2.206,0.000,0.0,0.0
As Ks Kh Qh Jh,Pair,1,42.79,15,3003,2.190,0.016,13.8,22.5
As Ks Kh Qh Jh,Pair,2,45.45,14,2002,2.171,0.035,31.8,15.2
As Ks Kh Qh Jh,Pair,3,47.79,13,1287,2.147,0.059,40.4,12.6
As Ks Kh Qh Jh,Pair,4,49.20,12,792,2.116,0.090,48.2,11.9
As Ks Kh Qh Jh,Pair,5,49.11,11,462,2.074,0.132,59.2,10.3
As Ks Kh Qh Js,Pair,0,27.61,16,4368,2.206,0.000,0.0,0.0
As Ks Kh Qh Js,Pair,1,42.79,15,3003,2.190,0.016,13.8,22.5
As Ks Kh Qh Js,Pair,2,45.45,14,2002,2.171,0.035,31.8,15.2
As Ks Kh Qh Js,Pair,3,47.79,13,1287,2.147,0.059,40.4,12.6
As Ks Kh Qh Js,Pair,4,49.20,12,792,2.116,0.090,48.2,11.9
As Ks Kh Qh Js,Pair,5,49.11,11,462,2.074,0.132,59.2,10.3
As Ks Kh Qh Qc,Two Pair,0,44.23,16,4368,2.239,0.000,0.0,100.0
As Ks Kh Qh Qc,Two Pair,1,44.55,15,3003,2.223,0.016,11.2,28.7
As Ks Kh Qh Qc,Two Pair,2,47.71,14,2002,2.203,0.036,29.5,12.5
As Ks Kh Qh Qc,Two Pair,3,47.44,13,1287,2.177,0.062,39.4,10.3
As Ks Kh Qh Qc,Two Pair,4,47.71,12,792,2.144,0.095,47.9,9.4
As Ks Kh Qh Qc,Two Pair,5,49.27,11,462,2.100,0.139,59.3,7.7
As Ks Kh Qh Qd,Two Pair,0,44.23,16,4368,2.239,0.000,0.0,100.0
As Ks Kh Qh Qd,Two Pair,1,44.55,15,3003,2.223,0.016,11.2,28.7
As Ks Kh Qh Qd,Two Pair,2,47.71,14,2002,2.203,0.036,29.5,12.5
As Ks Kh Qh Qd,Two Pair,3,47.44,13,1287,2.177,0.062,39.4,10.3
As Ks Kh Qh Qd,Two Pair,4,47.71,12,792,2.144,0.095,47.9,9.4
As Ks Kh Qh Qd,Two Pair,5,49.27,11,462,2.100,0.139,59.3,7.7
As Ks Kh Qh Tc,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qh Tc,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qh Tc,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qh Tc,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qh Tc,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qh Tc,Pair,5,49.10,11,462,2.067,0.131,57.2,9.5
As Ks Kh Qh Td,Pair,0,26.79,16,4368,2.199,0.000,0.0,0.0
As Ks Kh Qh Td,Pair,1,41.58,15,3003,2.183,0.016,13.8,22.5
As Ks Kh Qh Td,Pair,2,44.33,14,2002,2.164,0.035,32.0,16.5
As Ks Kh Qh Td,Pair,3,46.93,13,1287,2.140,0.059,39.3,14.2
As Ks Kh Qh Td,Pair,4,48.66,12,792,2.109,0.090,46.4,12.4
As Ks Kh Qh Td,Pair,5,49.10,11,462,2.067,0.131,57.2,9.5
As Ks Kh Qh Th,Pair,0,26.79,16,4368,2.206,0.000,0.0,0.0
As Ks Kh Qh Th,Pair,1,41.58,15,3003,2.190,0.016,13.8,22.5
As Ks Kh Qh Th,Pair,2,44.36,14,2002,2.171,0.035,32.1,16.5
As Ks Kh Qh Th,Pair,3,46.92,13,1287,2.147,0.059,39.2,14.2
As Ks Kh Qh Th,Pair,4,48.65,12,792,2.116,0.090,46.4,12.4
As Ks Kh Qh Th,Pair,5,49.11,11,462,2.074,0.132,57.2,9.5
As Ks Kh Qh Ts,Pair,0,26.79,16,4368,2.206,0.000,0.0,0.0
As Ks Kh Qh Ts,Pair,1,41.58,15,3003,2.190,0.016,13.8,22.5
As Ks Kh Qh Ts,Pair,2,44.36,14,2002,2.171,0.035,32.1,16.5
As Ks Kh Qh Ts,Pair,3,46.92,13,1287,2.147,0.059,39.2,14.2
As Ks Kh Qh Ts,Pair,4,48.65,12,792,2.116,0.090,46.4,12.4
As Ks Kh Qh Ts,Pair,5,49.11,11,462,2.074,0.132,57.2,9.5
As Ks Kh Qh W,Three of a Kind,0,88.32,16,4368,1.851,0.000,100.0,0.0
As Ks Kh Qh W,Three of a Kind,1,90.45,15,3003,1.847,0.004,100.0,0.0
As Ks Kh Qh W,Three of a Kind,2,89.90,14,2002,1.841,0.010,95.8,0.0
As Ks Kh Qh W,Three of a Kind,3,89.10,13,1287,1.830,0.021,94.1,0.0
As Ks Kh Qh W,Three of a Kind,4,88.37,12,792,1.815,0.036,90.4,0.0
As Ks Kh Qs Jc,Pair,0,27.61,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qs Jc,Pair,1,42.79,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qs Jc,Pair,2,45.45,14,2002,2.166,0.035,31.8,15.2
As Ks Kh Qs Jc,Pair,3,47.78,13,1287,2.142,0.059,40.4,12.6
As Ks Kh Qs Jc,Pair,4,49.22,12,792,2.111,0.090,48.2,11.9
As Ks Kh Qs Jc,Pair,5,49.10,11,462,2.069,0.131,59.2,10.3
As Ks Kh Qs Jd,Pair,0,27.61,16,4368,2.200,0.000,0.0,0.0
As Ks Kh Qs Jd,Pair,1,42.79,15,3003,2.185,0.016,13.8,22.5
As Ks Kh Qs Jd,Pair,2,45.45,14,2002,2.166,0.035,31.8,15.2
As Ks Kh Qs Jd,Pair,3,47.78,13,1287,2.142,0.059,40.4,12.6
As Ks Kh Qs Jd,Pair,4,49.22,12,792,2.111,0.090,48.2,11.9
As Ks Kh Qs Jd,Pair,5,49.10,11,462,2.069,0.131,59.2,10.3
As Ks Kh Qs Jh,Pair,0,27.61,16,4368,2.206,0.000,0.0,0.0
As Ks Kh Qs Jh,Pair,1,42.79,15,3003,2.190,0.016,13.8,22.5
As Ks Kh Qs Jh,Pair,2,45.45,14,2002,2.171,0.035,31.8,15.2
As Ks Kh Qs Jh,Pair,3,47.79,13,1287,2.147,0.059,40.4,12.6
As Ks Kh Qs Jh,Pair,4,49.20,12,792,2.116,0.090,48.2,11.9
As Ks Kh Qs Jh,Pair,5,49.11,11,462,2.074,0.132,59.2,10.3
As Ks Kh Qs Js,Pair,0,27.61,16,4368,2.207,0.000,0.0,0.0
As Ks Kh Qs Js,Pair,1,43.16,15,3003,2.191,0.016,15.0,22.5
As Ks Kh Qs Js,Pair,2,45.45,14,2002,2.172,0.035,31.8,15.2
As Ks Kh Qs Js,Pair,3,47.78,13,1287,2.148,0.059,40.4,12.6
As Ks Kh Qs Js,Pair,4,49.21,12,792,2.117,0.090,48.2,11.9
As Ks Kh Qs Js,Pair,5,49.11,11,462,2.076,0.131,59.2,10.3
As Ks Kh Qs Qc,Two Pair,0,44.23,16,4368,2.241,0.000,0.0,100.0
As Ks Kh Qs Qc,Two Pair,1,44.55,15,3003,2.224,0.016,11.2,28.7
As Ks Kh Qs Qc,Two Pair,2,47.74,14,2002,2.204,0.036,29.6,12.5
As Ks Kh Qs Qc,Two Pair,3,47.42,13,1287,2.179,0.062,39.4,10.3
As Ks Kh Qs Qc,Two Pair,4,47.71,12,792,2.146,0.095,47.9,9.4
As Ks Kh Qs Qc,Two Pair,5,49.27,11,462,2.101,0.139,59.3,7.7
As Ks Kh Qs Qd,Two Pair,0,44.23,16,4368,2.241,0.000,0.0,100.0
As Ks Kh Qs Qd,Two Pair,1,44.55,15,3003,2.224,0.016,11.2,28.7
As Ks Kh Qs Qd,Two Pair,2,47.74,14,2002,2.204,0.036,29.6,12.5
