Hand,Hand Type,Pre-Discard Win %,Optimal Discard,Optimal Win %,Delta %,P(Improve),Risk Ratio,Verdict
As Ah Ac Ks Jd,Three of a Kind,80.88,Ks Jd,86.74,5.86,39.17,6.57,Discard Ks Jd
As Ah Ac Ks Qd,Three of a Kind,80.88,Ks Qd,86.74,5.86,39.17,6.57,Discard Ks Qd
As Ah Ac Ks Td,Three of a Kind,80.88,Ks Td,86.74,5.86,39.17,6.57,Discard Ks Td
As Ah Ac Qc Jd,Three of a Kind,80.88,Qc Jd,86.74,5.86,39.17,6.57,Discard Qc Jd
As Ah Ac Qc Td,Three of a Kind,80.88,Qc Td,86.74,5.86,39.17,6.57,Discard Qc Td
As Ah Ac Qd Jc,Three of a Kind,80.88,Qd Jc,86.74,5.86,39.17,6.57,Discard Qd Jc
As Ah Ac Qd Jh,Three of a Kind,80.88,Qd Jh,86.74,5.86,39.17,6.57,Discard Qd Jh
As Ah Ac Qd Js,Three of a Kind,80.88,Qd Js,86.74,5.86,39.17,6.57,Discard Qd Js
As Ah Ac Qd Tc,Three of a Kind,80.88,Qd Tc,86.74,5.86,39.17,6.57,Discard Qd Tc
As Ah Ac Qd Th,Three of a Kind,80.88,Qd Th,86.74,5.86,39.17,6.57,Discard Qd Th
As Ah Ac Qd Ts,Three of a Kind,80.88,Qd Ts,86.74,5.86,39.17,6.57,Discard Qd Ts
As Ah Ac Qh Jd,Three of a Kind,80.88,Qh Jd,86.74,5.86,39.17,6.57,Discard Qh Jd
As Ah Ac Qh Td,Three of a Kind,80.88,Qh Td,86.74,5.86,39.17,6.57,Discard Qh Td
As Ah Ac Qs Jd,Three of a Kind,80.88,Qs Jd,86.74,5.86,39.17,6.57,Discard Qs Jd
As Ah Ac Qs Td,Three of a Kind,80.88,Qs Td,86.74,5.86,39.17,6.57,Discard Qs Td
As Ah Ad Jc Td,Three of a Kind,80.88,Jc Td,86.74,5.86,39.17,6.57,Discard Jc Td
As Ah Ad Jc Th,Three of a Kind,80.88,Jc Th,86.74,5.86,39.17,6.57,Discard Jc Th
As Ah Ad Jc Ts,Three of a Kind,80.88,Jc Ts,86.74,5.86,39.17,6.57,Discard Jc Ts
As Ah Ad Jd Tc,Three of a Kind,80.88,Jd Tc,86.74,5.86,39.17,6.57,Discard Jd Tc
As Ah Ad Jh Tc,Three of a Kind,80.88,Jh Tc,86.74,5.86,39.17,6.57,Discard Jh Tc
As Ah Ad Js Tc,Three of a Kind,80.88,Js Tc,86.74,5.86,39.17,6.57,Discard Js Tc
As Ah Ad Kc Jd,Three of a Kind,80.88,Kc Jd,86.74,5.86,39.17,6.57,Discard Kc Jd
As Ah Ad Kc Jh,Three of a Kind,80.88,Kc Jh,86.74,5.86,39.17,6.57,Discard Kc Jh
As Ah Ad Kc Js,Three of a Kind,80.88,Kc Js,86.74,5.86,39.17,6.57,Discard Kc Js
As Ah Ad Kc Qd,Three of a Kind,80.88,Kc Qd,86.74,5.86,39.17,6.57,Discard Kc Qd
As Ah Ad Kc Qh,Three of a Kind,80.88,Kc Qh,86.74,5.86,39.17,6.57,Discard Kc Qh
As Ah Ad Kc Qs,Three of a Kind,80.88,Kc Qs,86.74,5.86,39.17,6.57,Discard Kc Qs
As Ah Ad Kc Td,Three of a Kind,80.88,Kc Td,86.74,5.86,39.17,6.57,Discard Kc Td
As Ah Ad Kc Th,Three of a Kind,80.88,Kc Th,86.74,5.86,39.17,6.57,Discard Kc Th
As Ah Ad Kc Ts,Three of a Kind,80.88,Kc Ts,86.74,5.86,39.17,6.57,Discard Kc Ts
As Ah Ad Kd Jc,Three of a Kind,80.88,Kd Jc,86.74,5.86,39.17,6.57,Discard Kd Jc
As Ah Ad Kd Qc,Three of a Kind,80.88,Kd Qc,86.74,5.86,39.17,6.57,Discard Kd Qc
As Ah Ad Kd Tc,Three of a Kind,80.88,Kd Tc,86.74,5.86,39.17,6.57,Discard Kd Tc
As Ah Ad Kh Jc,Three of a Kind,80.88,Kh Jc,86.74,5.86,39.17,6.57,Discard Kh Jc
As Ah Ad Kh Qc,Three of a Kind,80.88,Kh Qc,86.74,5.86,39.17,6.57,Discard Kh Qc
As Ah Ad Kh Tc,Three of a Kind,80.88,Kh Tc,86.74,5.86,39.17,6.57,Discard Kh Tc
As Ah Ad Ks Jc,Three of a Kind,80.88,Ks Jc,86.74,5.86,39.17,6.57,Discard Ks Jc
As Ah Ad Ks Qc,Three of a Kind,80.88,Ks Qc,86.74,5.86,39.17,6.57,Discard Ks Qc
As Ah Ad Ks Tc,Three of a Kind,80.88,Ks Tc,86.74,5.86,39.17,6.57,Discard Ks Tc
As Ah Ad Qc Jd,Three of a Kind,80.88,Qc Jd,86.74,5.86,39.17,6.57,Discard Qc Jd
As Ah Ad Qc Jh,Three of a Kind,80.88,Qc Jh,86.74,5.86,39.17,6.57,Discard Qc Jh
As Ah Ad Qc Js,Three of a Kind,80.88,Qc Js,86.74,5.86,39.17,6.57,Discard Qc Js
As Ah Ad Qc Td,Three of a Kind,80.88,Qc Td,86.74,5.86,39.17,6.57,Discard Qc Td
As Ah Ad Qc Th,Three of a Kind,80.88,Qc Th,86.74,5.86,39.17,6.57,Discard Qc Th
As Ah Ad Qc Ts,Three of a Kind,80.88,Qc Ts,86.74,5.86,39.17,6.57,Discard Qc Ts
As Ah Ad Qd Jc,Three of a Kind,80.88,Qd Jc,86.74,5.86,39.17,6.57,Discard Qd Jc
As Ah Ad Qd Tc,Three of a Kind,80.88,Qd Tc,86.74,5.86,39.17,6.57,Discard Qd Tc
As Ah Ad Qh Jc,Three of a Kind,80.88,Qh Jc,86.74,5.86,39.17,6.57,Discard Qh Jc
As Ah Ad Qh Tc,Three of a Kind,80.88,Qh Tc,86.74,5.86,39.17,6.57,Discard Qh Tc
As Ah Ad Qs Jc,Three of a Kind,80.88,Qs Jc,86.74,5.86,39.17,6.57,Discard Qs Jc
As Ah Ad Qs Tc,Three of a Kind,80.88,Qs Tc,86.74,5.86,39.17,6.57,Discard Qs Tc
Ah Ad Ac Js Ts,Three of a Kind,80.88,Js Ts,86.74,5.85,39.17,6.57,Discard Js Ts
Ah Ad Ac Ks Js,Three of a Kind,80.88,Ks Js,86.74,5.85,39.17,6.57,Discard Ks Js
Ah Ad Ac Ks Qs,Three of a Kind,80.88,Ks Qs,86.74,5.85,39.17,6.57,Discard Ks Qs
Ah Ad Ac Ks Ts,Three of a Kind,80.88,Ks Ts,86.74,5.85,39.17,6.57,Discard Ks Ts
Ah Ad Ac Qs Js,Three of a Kind,80.88,Qs Js,86.74,5.85,39.17,6.57,Discard Qs Js
Ah Ad Ac Qs Ts,Three of a Kind,80.88,Qs Ts,86.74,5.85,39.17,6.57,Discard Qs Ts
As Ad Ac Jh Th,Three of a Kind,80.88,Jh Th,86.74,5.85,39.17,6.57,Discard Jh Th
As Ad Ac Kh Jh,Three of a Kind,80.88,Kh Jh,86.74,5.85,39.17,6.57,Discard Kh Jh
As Ad Ac Kh Qh,Three of a Kind,80.88,Kh Qh,86.74,5.85,39.17,6.57,Discard Kh Qh
As Ad Ac Kh Th,Three of a Kind,80.88,Kh Th,86.74,5.85,39.17,6.57,Discard Kh Th
As Ad Ac Qh Jh,Three of a Kind,80.88,Qh Jh,86.74,5.85,39.17,6.57,Discard Qh Jh
As Ad Ac Qh Th,Three of a Kind,80.88,Qh Th,86.74,5.85,39.17,6.57,Discard Qh Th
As Ah Ac Jd Td,Three of a Kind,80.88,Jd Td,86.74,5.85,39.17,6.57,Discard Jd Td
As Ah Ac Kd Jd,Three of a Kind,80.88,Kd Jd,86.74,5.85,39.17,6.57,Discard Kd Jd
As Ah Ac Kd Qd,Three of a Kind,80.88,Kd Qd,86.74,5.85,39.17,6.57,Discard Kd Qd
As Ah Ac Kd Td,Three of a Kind,80.88,Kd Td,86.74,5.85,39.17,6.57,Discard Kd Td
As Ah Ac Qd Jd,Three of a Kind,80.88,Qd Jd,86.74,5.85,39.17,6.57,Discard Qd Jd
As Ah Ac Qd Td,Three of a Kind,80.88,Qd Td,86.74,5.85,39.17,6.57,Discard Qd Td
As Ah Ad Jc Tc,Three of a Kind,80.88,Jc Tc,86.74,5.85,39.17,6.57,Discard Jc Tc
As Ah Ad Kc Jc,Three of a Kind,80.88,Kc Jc,86.74,5.85,39.17,6.57,Discard Kc Jc
As Ah Ad Kc Qc,Three of a Kind,80.88,Kc Qc,86.74,5.85,39.17,6.57,Discard Kc Qc
As Ah Ad Kc Tc,Three of a Kind,80.88,Kc Tc,86.74,5.85,39.17,6.57,Discard Kc Tc
As Ah Ad Qc Jc,Three of a Kind,80.88,Qc Jc,86.74,5.85,39.17,6.57,Discard Qc Jc
As Ah Ad Qc Tc,Three of a Kind,80.88,Qc Tc,86.74,5.85,39.17,6.57,Discard Qc Tc
Ah Ad Ac Jc Td,Three of a Kind,80.88,Jc Td,86.72,5.84,39.17,6.57,Discard Jc Td
Ah Ad Ac Jc Th,Three of a Kind,80.88,Jc Th,86.72,5.84,39.17,6.57,Discard Jc Th
Ah Ad Ac Jd Tc,Three of a Kind,80.88,Jd Tc,86.72,5.84,39.17,6.57,Discard Jd Tc
Ah Ad Ac Jd Th,Three of a Kind,80.88,Jd Th,86.72,5.84,39.17,6.57,Discard Jd Th
Ah Ad Ac Jh Tc,Three of a Kind,80.88,Jh Tc,86.72,5.84,39.17,6.57,Discard Jh Tc
Ah Ad Ac Jh Td,Three of a Kind,80.88,Jh Td,86.72,5.84,39.17,6.57,Discard Jh Td
Ah Ad Ac Kc Jd,Three of a Kind,80.88,Kc Jd,86.72,5.84,39.17,6.57,Discard Kc Jd
Ah Ad Ac Kc Jh,Three of a Kind,80.88,Kc Jh,86.72,5.84,39.17,6.57,Discard Kc Jh
Ah Ad Ac Kc Qd,Three of a Kind,80.88,Kc Qd,86.72,5.84,39.17,6.57,Discard Kc Qd
Ah Ad Ac Kc Qh,Three of a Kind,80.88,Kc Qh,86.72,5.84,39.17,6.57,Discard Kc Qh
Ah Ad Ac Kc Td,Three of a Kind,80.88,Kc Td,86.72,5.84,39.17,6.57,Discard Kc Td
Ah Ad Ac Kc Th,Three of a Kind,80.88,Kc Th,86.72,5.84,39.17,6.57,Discard Kc Th
Ah Ad Ac Kd Jc,Three of a Kind,80.88,Kd Jc,86.72,5.84,39.17,6.57,Discard Kd Jc
Ah Ad Ac Kd Jh,Three of a Kind,80.88,Kd Jh,86.72,5.84,39.17,6.57,Discard Kd Jh
Ah Ad Ac Kd Qc,Three of a Kind,80.88,Kd Qc,86.72,5.84,39.17,6.57,Discard Kd Qc
Ah Ad Ac Kd Qh,Three of a Kind,80.88,Kd Qh,86.72,5.84,39.17,6.57,Discard Kd Qh
Ah Ad Ac Kd Tc,Three of a Kind,80.88,Kd Tc,86.72,5.84,39.17,6.57,Discard Kd Tc
Ah Ad Ac Kd Th,Three of a Kind,80.88,Kd Th,86.72,5.84,39.17,6.57,Discard Kd Th
Ah Ad Ac Kh Jc,Three of a Kind,80.88,Kh Jc,86.72,5.84,39.17,6.57,Discard Kh Jc
Ah Ad Ac Kh Jd,Three of a Kind,80.88,Kh Jd,86.72,5.84,39.17,6.57,Discard Kh Jd
Ah Ad Ac Kh Qc,Three of a Kind,80.88,Kh Qc,86.72,5.84,39.17,6.57,Discard Kh Qc
Ah Ad Ac Kh Qd,Three of a Kind,80.88,Kh Qd,86.72,5.84,39.17,6.57,Discard Kh Qd
Ah Ad Ac Kh Tc,Three of a Kind,80.88,Kh Tc,86.72,5.84,39.17,6.57,Discard Kh Tc
Ah Ad Ac Kh Td,Three of a Kind,80.88,Kh Td,86.72,5.84,39.17,6.57,Discard Kh Td
Ah Ad Ac Qc Jd,Three of a Kind,80.88,Qc Jd,86.72,5.84,39.17,6.57,Discard Qc Jd
Ah Ad Ac Qc Jh,Three of a Kind,80.88,Qc Jh,86.72,5.84,39.17,6.57,Discard Qc Jh
Ah Ad Ac Qc Td,Three of a Kind,80.88,Qc Td,86.72,5.84,39.17,6.57,Discard Qc Td
Ah Ad Ac Qc Th,Three of a Kind,80.88,Qc Th,86.72,5.84,39.17,6.57,Discard Qc Th
Ah Ad Ac Qd Jc,Three of a Kind,80.88,Qd Jc,86.72,5.84,39.17,6.57,Discard Qd Jc
Ah Ad Ac Qd Jh,Three of a Kind,80.88,Qd Jh,86.72,5.84,39.17,6.57,Discard Qd Jh
Ah Ad Ac Qd Tc,Three of a Kind,80.88,Qd Tc,86.72,5.84,39.17,6.57,Discard Qd Tc
Ah Ad Ac Qd Th,Three of a Kind,80.88,Qd Th,86.72,5.84,39.17,6.57,Discard Qd Th
Ah Ad Ac Qh Jc,Three of a Kind,80.88,Qh Jc,86.72,5.84,39.17,6.57,Discard Qh Jc
Ah Ad Ac Qh Jd,Three of a Kind,80.88,Qh Jd,86.72,5.84,39.17,6.57,Discard Qh Jd
Ah Ad Ac Qh Tc,Three of a Kind,80.88,Qh Tc,86.72,5.84,39.17,6.57,Discard Qh Tc
Ah Ad Ac Qh Td,Three of a Kind,80.88,Qh Td,86.72,5.84,39.17,6.57,Discard Qh Td
As Ad Ac Jc Td,Three of a Kind,80.88,Jc Td,86.72,5.84,39.17,6.57,Discard Jc Td
As Ad Ac Jc Ts,Three of a Kind,80.88,Jc Ts,86.72,5.84,39.17,6.57,Discard Jc Ts
As Ad Ac Jd Tc,Three of a Kind,80.88,Jd Tc,86.72,5.84,39.17,6.57,Discard Jd Tc
As Ad Ac Jd Ts,Three of a Kind,80.88,Jd Ts,86.72,5.84,39.17,6.57,Discard Jd Ts
As Ad Ac Js Tc,Three of a Kind,80.88,Js Tc,86.72,5.84,39.17,6.57,Discard Js Tc
As Ad Ac Js Td,Three of a Kind,80.88,Js Td,86.72,5.84,39.17,6.57,Discard Js Td
As Ad Ac Kc Jd,Three of a Kind,80.88,Kc Jd,86.72,5.84,39.17,6.57,Discard Kc Jd
As Ad Ac Kc Js,Three of a Kind,80.88,Kc Js,86.72,5.84,39.17,6.57,Discard Kc Js
As Ad Ac Kc Qd,Three of a Kind,80.88,Kc Qd,86.72,5.84,39.17,6.57,Discard Kc Qd
As Ad Ac Kc Qs,Three of a Kind,80.88,Kc Qs,86.72,5.84,39.17,6.57,Discard Kc Qs
As Ad Ac Kc Td,Three of a Kind,80.88,Kc Td,86.72,5.84,39.17,6.57,Discard Kc Td
As Ad Ac Kc Ts,Three of a Kind,80.88,Kc Ts,86.72,5.84,39.17,6.57,Discard Kc Ts
As Ad Ac Kd Jc,Three of a Kind,80.88,Kd Jc,86.72,5.84,39.17,6.57,Discard Kd Jc
As Ad Ac Kd Js,Three of a Kind,80.88,Kd Js,86.72,5.84,39.17,6.57,Discard Kd Js
As Ad Ac Kd Qc,Three of a Kind,80.88,Kd Qc,86.72,5.84,39.17,6.57,Discard Kd Qc
As Ad Ac Kd Qs,Three of a Kind,80.88,Kd Qs,86.72,5.84,39.17,6.57,Discard Kd Qs
As Ad Ac Kd Tc,Three of a Kind,80.88,Kd Tc,86.72,5.84,39.17,6.57,Discard Kd Tc
As Ad Ac Kd Ts,Three of a Kind,80.88,Kd Ts,86.72,5.84,39.17,6.57,Discard Kd Ts
As Ad Ac Ks Jc,Three of a Kind,80.88,Ks Jc,86.72,5.84,39.17,6.57,Discard Ks Jc
As Ad Ac Ks Jd,Three of a Kind,80.88,Ks Jd,86.72,5.84,39.17,6.57,Discard Ks Jd
As Ad Ac Ks Qc,Three of a Kind,80.88,Ks Qc,86.72,5.84,39.17,6.57,Discard Ks Qc
As Ad Ac Ks Qd,Three of a Kind,80.88,Ks Qd,86.72,5.84,39.17,6.57,Discard Ks Qd
As Ad Ac Ks Tc,Three of a Kind,80.88,Ks Tc,86.72,5.84,39.17,6.57,Discard Ks Tc
As Ad Ac Ks Td,Three of a Kind,80.88,Ks Td,86.72,5.84,39.17,6.57,Discard Ks Td
As Ad Ac Qc Jd,Three of a Kind,80.88,Qc Jd,86.72,5.84,39.17,6.57,Discard Qc Jd
As Ad Ac Qc Js,Three of a Kind,80.88,Qc Js,86.72,5.84,39.17,6.57,Discard Qc Js
As Ad Ac Qc Td,Three of a Kind,80.88,Qc Td,86.72,5.84,39.17,6.57,Discard Qc Td
As Ad Ac Qc Ts,Three of a Kind,80.88,Qc Ts,86.72,5.84,39.17,6.57,Discard Qc Ts
As Ad Ac Qd Jc,Three of a Kind,80.88,Qd Jc,86.72,5.84,39.17,6.57,Discard Qd Jc
As Ad Ac Qd Js,Three of a Kind,80.88,Qd Js,86.72,5.84,39.17,6.57,Discard Qd Js
As Ad Ac Qd Tc,Three of a Kind,80.88,Qd Tc,86.72,5.84,39.17,6.57,Discard Qd Tc
As Ad Ac Qd Ts,Three of a Kind,80.88,Qd Ts,86.72,5.84,39.17,6.57,Discard Qd Ts
As Ad Ac Qs Jc,Three of a Kind,80.88,Qs Jc,86.72,5.84,39.17,6.57,Discard Qs Jc
As Ad Ac Qs Jd,Three of a Kind,80.88,Qs Jd,86.72,5.84,39.17,6.57,Discard Qs Jd
As Ad Ac Qs Tc,Three of a Kind,80.88,Qs Tc,86.72,5.84,39.17,6.57,Discard Qs Tc
As Ad Ac Qs Td,Three of a Kind,80.88,Qs Td,86.72,5.84,39.17,6.57,Discard Qs Td
As Ah Ac Jc Th,Three of a Kind,80.88,Jc Th,86.72,5.84,39.17,6.57,Discard Jc Th
As Ah Ac Jc Ts,Three of a Kind,80.88,Jc Ts,86.72,5.84,39.17,6.57,Discard Jc Ts
As Ah Ac Jh Tc,Three of a Kind,80.88,Jh Tc,86.72,5.84,39.17,6.57,Discard Jh Tc
As Ah Ac Jh Ts,Three of a Kind,80.88,Jh Ts,86.72,5.84,39.17,6.57,Discard Jh Ts
As Ah Ac Js Tc,Three of a Kind,80.88,Js Tc,86.72,5.84,39.17,6.57,Discard Js Tc
As Ah Ac Js Th,Three of a Kind,80.88,Js Th,86.72,5.84,39.17,6.57,Discard Js Th
As Ah Ac Kc Jh,Three of a Kind,80.88,Kc Jh,86.72,5.84,39.17,6.57,Discard Kc Jh
As Ah Ac Kc Js,Three of a Kind,80.88,Kc Js,86.72,5.84,39.17,6.57,Discard Kc Js
As Ah Ac Kc Qh,Three of a Kind,80.88,Kc Qh,86.72,5.84,39.17,6.57,Discard Kc Qh
As Ah Ac Kc Qs,Three of a Kind,80.88,Kc Qs,86.72,5.84,39.17,6.57,Discard Kc Qs
As Ah Ac Kc Th,Three of a Kind,80.88,Kc Th,86.72,5.84,39.17,6.57,Discard Kc Th
As Ah Ac Kc Ts,Three of a Kind,80.88,Kc Ts,86.72,5.84,39.17,6.57,Discard Kc Ts
As Ah Ac Kh Jc,Three of a Kind,80.88,Kh Jc,86.72,5.84,39.17,6.57,Discard Kh Jc
As Ah Ac Kh Js,Three of a Kind,80.88,Kh Js,86.72,5.84,39.17,6.57,Discard Kh Js
As Ah Ac Kh Qc,Three of a Kind,80.88,Kh Qc,86.72,5.84,39.17,6.57,Discard Kh Qc
As Ah Ac Kh Qs,Three of a Kind,80.88,Kh Qs,86.72,5.84,39.17,6.57,Discard Kh Qs
As Ah Ac Kh Tc,Three of a Kind,80.88,Kh Tc,86.72,5.84,39.17,6.57,Discard Kh Tc
As Ah Ac Kh Ts,Three of a Kind,80.88,Kh Ts,86.72,5.84,39.17,6.57,Discard Kh Ts
As Ah Ac Ks Jc,Three of a Kind,80.88,Ks Jc,86.72,5.84,39.17,6.57,Discard Ks Jc
As Ah Ac Ks Jh,Three of a Kind,80.88,Ks Jh,86.72,5.84,39.17,6.57,Discard Ks Jh
As Ah Ac Ks Qc,Three of a Kind,80.88,Ks Qc,86.72,5.84,39.17,6.57,Discard Ks Qc
As Ah Ac Ks Qh,Three of a Kind,80.88,Ks Qh,86.72,5.84,39.17,6.57,Discard Ks Qh
As Ah Ac Ks Tc,Three of a Kind,80.88,Ks Tc,86.72,5.84,39.17,6.57,Discard Ks Tc
As Ah Ac Ks Th,Three of a Kind,80.88,Ks Th,86.72,5.84,39.17,6.57,Discard Ks Th
As Ah Ac Qc Jh,Three of a Kind,80.88,Qc Jh,86.72,5.84,39.17,6.57,Discard Qc Jh
As Ah Ac Qc Js,Three of a Kind,80.88,Qc Js,86.72,5.84,39.17,6.57,Discard Qc Js
As Ah Ac Qc Th,Three of a Kind,80.88,Qc Th,86.72,5.84,39.17,6.57,Discard Qc Th
As Ah Ac Qc Ts,Three of a Kind,80.88,Qc Ts,86.72,5.84,39.17,6.57,Discard Qc Ts
As Ah Ac Qh Jc,Three of a Kind,80.88,Qh Jc,86.72,5.84,39.17,6.57,Discard Qh Jc
As Ah Ac Qh Js,Three of a Kind,80.88,Qh Js,86.72,5.84,39.17,6.57,Discard Qh Js
As Ah Ac Qh Tc,Three of a Kind,80.88,Qh Tc,86.72,5.84,39.17,6.57,Discard Qh Tc
As Ah Ac Qh Ts,Three of a Kind,80.88,Qh Ts,86.72,5.84,39.17,6.57,Discard Qh Ts
As Ah Ac Qs Jc,Three of a Kind,80.88,Qs Jc,86.72,5.84,39.17,6.57,Discard Qs Jc
As Ah Ac Qs Jh,Three of a Kind,80.88,Qs Jh,86.72,5.84,39.17,6.57,Discard Qs Jh
As Ah Ac Qs Tc,Three of a Kind,80.88,Qs Tc,86.72,5.84,39.17,6.57,Discard Qs Tc
As Ah Ac Qs Th,Three of a Kind,80.88,Qs Th,86.72,5.84,39.17,6.57,Discard Qs Th
As Ah Ad Jd Th,Three of a Kind,80.88,Jd Th,86.72,5.84,39.17,6.57,Discard Jd Th
As Ah Ad Jd Ts,Three of a Kind,80.88,Jd Ts,86.72,5.84,39.17,6.57,Discard Jd Ts
As Ah Ad Jh Td,Three of a Kind,80.88,Jh Td,86.72,5.84,39.17,6.57,Discard Jh Td
As Ah Ad Jh Ts,Three of a Kind,80.88,Jh Ts,86.72,5.84,39.17,6.57,Discard Jh Ts
As Ah Ad Js Td,Three of a Kind,80.88,Js Td,86.72,5.84,39.17,6.57,Discard Js Td
As Ah Ad Js Th,Three of a Kind,80.88,Js Th,86.72,5.84,39.17,6.57,Discard Js Th
As Ah Ad Kd Jh,Three of a Kind,80.88,Kd Jh,86.72,5.84,39.17,6.57,Discard Kd Jh
As Ah Ad Kd Js,Three of a Kind,80.88,Kd Js,86.72,5.84,39.17,6.57,Discard Kd Js
As Ah Ad Kd Qh,Three of a Kind,80.88,Kd Qh,86.72,5.84,39.17,6.57,Discard Kd Qh
As Ah Ad Kd Qs,Three of a Kind,80.88,Kd Qs,86.72,5.84,39.17,6.57,Discard Kd Qs
As Ah Ad Kd Th,Three of a Kind,80.88,Kd Th,86.72,5.84,39.17,6.57,Discard Kd Th
As Ah Ad Kd Ts,Three of a Kind,80.88,Kd Ts,86.72,5.84,39.17,6.57,Discard Kd Ts
As Ah Ad Kh Jd,Three of a Kind,80.88,Kh Jd,86.72,5.84,39.17,6.57,Discard Kh Jd
As Ah Ad Kh Js,Three of a Kind,80.88,Kh Js,86.72,5.84,39.17,6.57,Discard Kh Js
As Ah Ad Kh Qd,Three of a Kind,80.88,Kh Qd,86.72,5.84,39.17,6.57,Discard Kh Qd
As Ah Ad Kh Qs,Three of a Kind,80.88,Kh Qs,86.72,5.84,39.17,6.57,Discard Kh Qs
As Ah Ad Kh Td,Three of a Kind,80.88,Kh Td,86.72,5.84,39.17,6.57,Discard Kh Td
As Ah Ad Kh Ts,Three of a Kind,80.88,Kh Ts,86.72,5.84,39.17,6.57,Discard Kh Ts
As Ah Ad Ks Jd,Three of a Kind,80.88,Ks Jd,86.72,5.84,39.17,6.57,Discard Ks Jd
As Ah Ad Ks Jh,Three of a Kind,80.88,Ks Jh,86.72,5.84,39.17,6.57,Discard Ks Jh
As Ah Ad Ks Qd,Three of a Kind,80.88,Ks Qd,86.72,5.84,39.17,6.57,Discard Ks Qd
As Ah Ad Ks Qh,Three of a Kind,80.88,Ks Qh,86.72,5.84,39.17,6.57,Discard Ks Qh
As Ah Ad Ks Td,Three of a Kind,80.88,Ks Td,86.72,5.84,39.17,6.57,Discard Ks Td
As Ah Ad Ks Th,Three of a Kind,80.88,Ks Th,86.72,5.84,39.17,6.57,Discard Ks Th
As Ah Ad Qd Jh,Three of a Kind,80.88,Qd Jh,86.72,5.84,39.17,6.57,Discard Qd Jh
As Ah Ad Qd Js,Three of a Kind,80.88,Qd Js,86.72,5.84,39.17,6.57,Discard Qd Js
As Ah Ad Qd Th,Three of a Kind,80.88,Qd Th,86.72,5.84,39.17,6.57,Discard Qd Th
As Ah Ad Qd Ts,Three of a Kind,80.88,Qd Ts,86.72,5.84,39.17,6.57,Discard Qd Ts
As Ah Ad Qh Jd,Three of a Kind,80.88,Qh Jd,86.72,5.84,39.17,6.57,Discard Qh Jd
As Ah Ad Qh Js,Three of a Kind,80.88,Qh Js,86.72,5.84,39.17,6.57,Discard Qh Js
As Ah Ad Qh Td,Three of a Kind,80.88,Qh Td,86.72,5.84,39.17,6.57,Discard Qh Td
As Ah Ad Qh Ts,Three of a Kind,80.88,Qh Ts,86.72,5.84,39.17,6.57,Discard Qh Ts
As Ah Ad Qs Jd,Three of a Kind,80.88,Qs Jd,86.72,5.84,39.17,6.57,Discard Qs Jd
As Ah Ad Qs Jh,Three of a Kind,80.88,Qs Jh,86.72,5.84,39.17,6.57,Discard Qs Jh
As Ah Ad Qs Td,Three of a Kind,80.88,Qs Td,86.72,5.84,39.17,6.57,Discard Qs Td
As Ah Ad Qs Th,Three of a Kind,80.88,Qs Th,86.72,5.84,39.17,6.57,Discard Qs Th
Ah Ad Ac Jc Tc,Three of a Kind,80.88,Jc Tc,86.71,5.83,39.17,6.57,Discard Jc Tc
Ah Ad Ac Jd Td,Three of a Kind,80.88,Jd Td,86.71,5.83,39.17,6.57,Discard Jd Td
Ah Ad Ac Jh Th,Three of a Kind,80.88,Jh Th,86.71,5.83,39.17,6.57,Discard Jh Th
Ah Ad Ac Kc Jc,Three of a Kind,80.88,Kc Jc,86.71,5.83,39.17,6.57,Discard Kc Jc
Ah Ad Ac Kc Qc,Three of a Kind,80.88,Kc Qc,86.71,5.83,39.17,6.57,Discard Kc Qc
Ah Ad Ac Kc Tc,Three of a Kind,80.88,Kc Tc,86.71,5.83,39.17,6.57,Discard Kc Tc
Ah Ad Ac Kd Jd,Three of a Kind,80.88,Kd Jd,86.71,5.83,39.17,6.57,Discard Kd Jd
Ah Ad Ac Kd Qd,Three of a Kind,80.88,Kd Qd,86.71,5.83,39.17,6.57,Discard Kd Qd
Ah Ad Ac Kd Td,Three of a Kind,80.88,Kd Td,86.71,5.83,39.17,6.57,Discard Kd Td
Ah Ad Ac Kh Jh,Three of a Kind,80.88,Kh Jh,86.71,5.83,39.17,6.57,Discard Kh Jh
Ah Ad Ac Kh Qh,Three of a Kind,80.88,Kh Qh,86.71,5.83,39.17,6.57,Discard Kh Qh
Ah Ad Ac Kh Th,Three of a Kind,80.88,Kh Th,86.71,5.83,39.17,6.57,Discard Kh Th
Ah Ad Ac Qc Jc,Three of a Kind,80.88,Qc Jc,86.71,5.83,39.17,6.57,Discard Qc Jc
Ah Ad Ac Qc Tc,Three of a Kind,80.88,Qc Tc,86.71,5.83,39.17,6.57,Discard Qc Tc
Ah Ad Ac Qd Jd,Three of a Kind,80.88,Qd Jd,86.71,5.83,39.17,6.57,Discard Qd Jd
Ah Ad Ac Qd Td,Three of a Kind,80.88,Qd Td,86.71,5.83,39.17,6.57,Discard Qd Td
Ah Ad Ac Qh Jh,Three of a Kind,80.88,Qh Jh,86.71,5.83,39.17,6.57,Discard Qh Jh
Ah Ad Ac Qh Th,Three of a Kind,80.88,Qh Th,86.71,5.83,39.17,6.57,Discard Qh Th
As Ad Ac Jc Tc,Three of a Kind,80.88,Jc Tc,86.71,5.83,39.17,6.57,Discard Jc Tc
